# emapper version: emapper-2.0.1 emapper DB: 2.0
# command: ./emapper.py  -i GCF_000963815.1_ASM96381v1_protein.faa --output GCF_000963815.1_ASM96381v1_protein.faa.eggnog -m diamond --target_orthologs all --cpu 14
# time: Tue Jun 16 14:05:02 2020
#query_name	seed_eggNOG_ortholog	seed_ortholog_evalue	seed_ortholog_score	best_tax_level	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	taxonomic scope	eggNOG OGs	best eggNOG OG	COG Functional cat.	eggNOG free text desc.
WP_001067227.1	1217648.F933_03320	3.2e-17	95.1	Moraxellaceae													Bacteria	1QQ4H@1224,1TNXV@1236,2B08B@1,31SJ6@2,3NRIV@468	NA|NA|NA		
WP_001067742.1	520709.F985_01119	1.2e-152	545.8	Moraxellaceae				ko:K07245,ko:K14166					ko00000,ko02000	9.B.62.1			Bacteria	1MXGC@1224,1S0FY@1236,3NSV3@468,COG1276@1,COG1276@2	NA|NA|NA	P	Copper resistance protein D
WP_001068245.1	981327.F925_02328	4.3e-25	120.2	Moraxellaceae													Bacteria	1NK2K@1224,1SIWA@1236,2DRPV@1,33CHZ@2,3NQ07@468	NA|NA|NA		
WP_001068512.1	1217710.F969_01361	1.1e-74	287.0	Moraxellaceae													Bacteria	1PSU7@1224,1TNIQ@1236,3NQMD@468,COG5434@1,COG5434@2	NA|NA|NA	M	Parallel beta-helix repeats
WP_001069885.1	470.IX87_00370	1.2e-130	472.6	Moraxellaceae	rnfB	GO:0003674,GO:0003824,GO:0008150,GO:0008152,GO:0016491,GO:0016651,GO:0055114	1.12.98.1	ko:K00441,ko:K03616	ko00680,ko01100,ko01120,map00680,map01100,map01120		R03025	RC02628	ko00000,ko00001,ko01000				Bacteria	1MUWU@1224,1RNSJ@1236,3NJVT@468,COG2878@1,COG2878@2	NA|NA|NA	C	Part of a membrane complex involved in electron transport
WP_001070630.1	470.IX87_19655	8.7e-206	722.6	Moraxellaceae				ko:K04033					ko00000,ko03000				Bacteria	1N8W2@1224,1T1QJ@1236,3NT35@468,COG4977@1,COG4977@2	NA|NA|NA	K	AraC-binding-like domain
WP_001070729.1	470.IX87_02345	0.0	1092.8	Moraxellaceae	msbA	GO:0000166,GO:0003674,GO:0003824,GO:0005215,GO:0005319,GO:0005488,GO:0005515,GO:0005524,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006855,GO:0006869,GO:0008144,GO:0008150,GO:0008289,GO:0008559,GO:0009987,GO:0010876,GO:0015221,GO:0015238,GO:0015399,GO:0015405,GO:0015437,GO:0015893,GO:0015920,GO:0016020,GO:0016021,GO:0016043,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017076,GO:0017111,GO:0022804,GO:0022857,GO:0022884,GO:0030554,GO:0031224,GO:0031226,GO:0032553,GO:0032555,GO:0032559,GO:0032991,GO:0033036,GO:0034040,GO:0034204,GO:0035639,GO:0036094,GO:0042221,GO:0042493,GO:0042623,GO:0042626,GO:0042802,GO:0042908,GO:0042910,GO:0043167,GO:0043168,GO:0043190,GO:0043492,GO:0044425,GO:0044459,GO:0044464,GO:0050896,GO:0051179,GO:0051234,GO:0055085,GO:0061024,GO:0065007,GO:0065008,GO:0071702,GO:0071840,GO:0071944,GO:0097035,GO:0097159,GO:0097367,GO:0098533,GO:0098796,GO:0098797,GO:1901264,GO:1901265,GO:1901363,GO:1901505,GO:1902494,GO:1902495,GO:1904949,GO:1990351		ko:K02021,ko:K06147,ko:K11085	ko02010,map02010				ko00000,ko00001,ko01000,ko02000	3.A.1.106,3.A.1.109,3.A.1.110,3.A.1.112,3.A.1.113,3.A.1.117,3.A.1.21		iJN746.PP_4935,iPC815.YPO1395,iUMN146_1321.UM146_12980	Bacteria	1MUBM@1224,1RMUR@1236,3NIG0@468,COG1132@1,COG1132@2	NA|NA|NA	V	Involved in lipid A export and possibly also in glycerophospholipid export and for biogenesis of the outer membrane. Transmembrane domains (TMD) form a pore in the inner membrane and the ATP-binding domain (NBD) is responsible for energy generation
WP_001070874.1	470.IX87_09600	3.9e-180	637.5	Moraxellaceae	farA			ko:K01993,ko:K02005					ko00000				Bacteria	1MXZV@1224,1S2IJ@1236,3NIF8@468,COG1566@1,COG1566@2	NA|NA|NA	V	Biotin-lipoyl like
WP_001070988.1	470.IX87_18105	3.8e-182	644.0	Moraxellaceae	nuoH	GO:0003674,GO:0003824,GO:0003954,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006091,GO:0008150,GO:0008152,GO:0009060,GO:0009987,GO:0015980,GO:0016020,GO:0016021,GO:0016491,GO:0016651,GO:0016655,GO:0030964,GO:0031224,GO:0031226,GO:0032991,GO:0044237,GO:0044425,GO:0044459,GO:0044464,GO:0045271,GO:0045272,GO:0045333,GO:0050136,GO:0055114,GO:0070469,GO:0070470,GO:0071944,GO:0098796,GO:0098797,GO:0098803,GO:1902494,GO:1990204	1.6.5.3	ko:K00337	ko00190,ko01100,map00190,map01100	M00144	R11945	RC00061	ko00000,ko00001,ko00002,ko01000	3.D.1			Bacteria	1MU2R@1224,1RQE9@1236,3NJI6@468,COG1005@1,COG1005@2	NA|NA|NA	C	NDH-1 shuttles electrons from NADH, via FMN and iron- sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be ubiquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient. This subunit may bind ubiquinone
WP_001071168.1	470.IX87_11230	1.8e-167	595.1	Moraxellaceae	accD	GO:0001676,GO:0003674,GO:0003676,GO:0003677,GO:0003723,GO:0003729,GO:0003824,GO:0003989,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006417,GO:0006629,GO:0006631,GO:0006633,GO:0008150,GO:0008152,GO:0008270,GO:0008610,GO:0009058,GO:0009317,GO:0009329,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010608,GO:0010629,GO:0016053,GO:0016421,GO:0016874,GO:0016885,GO:0017148,GO:0019222,GO:0019752,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0032268,GO:0032269,GO:0032787,GO:0032991,GO:0034248,GO:0034249,GO:0042759,GO:0043167,GO:0043169,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0046872,GO:0046914,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0051171,GO:0051172,GO:0051246,GO:0051248,GO:0060255,GO:0065007,GO:0071704,GO:0072330,GO:0080090,GO:0097159,GO:1901363,GO:1901576,GO:1902494,GO:1990234,GO:2000112,GO:2000113	2.1.3.15,6.4.1.2	ko:K01963	ko00061,ko00620,ko00640,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,ko01212,map00061,map00620,map00640,map00720,map01100,map01110,map01120,map01130,map01200,map01212	M00082,M00376	R00742,R04386	RC00040,RC00253,RC00367	ko00000,ko00001,ko00002,ko01000			iJN678.accD,iPC815.YPO2768,iUTI89_1310.UTI89_C2601	Bacteria	1MW8G@1224,1RNDS@1236,3NIWH@468,COG0777@1,COG0777@2	NA|NA|NA	I	Component of the acetyl coenzyme A carboxylase (ACC) complex. Biotin carboxylase (BC) catalyzes the carboxylation of biotin on its carrier protein (BCCP) and then the CO(2) group is transferred by the transcarboxylase to acetyl-CoA to form malonyl- CoA
WP_001071462.1	470.IX87_09790	0.0	2629.0	Moraxellaceae	dhbF												Bacteria	1QK4F@1224,1RZ2T@1236,3NKRV@468,COG0663@1,COG0663@2,COG1020@1,COG1020@2	NA|NA|NA	Q	AMP-binding enzyme
WP_001071615.1	40373.F991_02904	5.6e-37	160.2	Moraxellaceae													Bacteria	1N720@1224,1SCI4@1236,2E3XV@1,32YUV@2,3NP8N@468	NA|NA|NA	S	Tail E family protein
WP_001071692.1	470.IX87_19085	6.4e-108	396.7	Moraxellaceae			4.1.3.17	ko:K10218	ko00362,ko00660,ko01120,map00362,map00660,map01120		R00008,R00350	RC00067,RC00502,RC01205	ko00000,ko00001,ko01000				Bacteria	1MW9P@1224,1S3G1@1236,3NSSY@468,COG0684@1,COG0684@2	NA|NA|NA	H	Pfam:Methyltransf_6
WP_001071753.1	470.IX87_14130	4.2e-229	800.4	Moraxellaceae	norM	GO:0003674,GO:0005215,GO:0006810,GO:0006855,GO:0008150,GO:0015238,GO:0015893,GO:0022857,GO:0042221,GO:0042493,GO:0042891,GO:0042895,GO:0046677,GO:0050896,GO:0051179,GO:0051234,GO:0055085		ko:K03327					ko00000,ko02000	2.A.66.1			Bacteria	1MUAM@1224,1RP5M@1236,3NKSX@468,COG0534@1,COG0534@2	NA|NA|NA	V	MatE
WP_001072119.1	470.IX87_17125	1.7e-199	701.8	Moraxellaceae	bamB	GO:0003674,GO:0003824,GO:0005488,GO:0005515,GO:0005575,GO:0005623,GO:0008104,GO:0008150,GO:0008152,GO:0009279,GO:0009987,GO:0016020,GO:0016043,GO:0016491,GO:0019867,GO:0022607,GO:0030312,GO:0030313,GO:0031224,GO:0031230,GO:0031241,GO:0031246,GO:0031975,GO:0032991,GO:0033036,GO:0034613,GO:0042802,GO:0043163,GO:0043165,GO:0044085,GO:0044091,GO:0044425,GO:0044462,GO:0044464,GO:0045184,GO:0045229,GO:0051179,GO:0051205,GO:0051234,GO:0051641,GO:0055114,GO:0061024,GO:0070727,GO:0071709,GO:0071840,GO:0071944,GO:0072657,GO:0090150,GO:0098552,GO:0098796,GO:1990063		ko:K17713					ko00000,ko02000	1.B.33.1			Bacteria	1MXIJ@1224,1RN4V@1236,3NIR2@468,COG1520@1,COG1520@2	NA|NA|NA	M	Part of the outer membrane protein assembly complex, which is involved in assembly and insertion of beta-barrel proteins into the outer membrane
WP_001072410.1	470.IX87_03930	5.3e-136	490.3	Moraxellaceae				ko:K02557,ko:K03286	ko02030,ko02040,map02030,map02040				ko00000,ko00001,ko02000,ko02035	1.A.30.1,1.B.6			Bacteria	1MWHF@1224,1S8KT@1236,3NK8Q@468,COG2885@1,COG2885@2	NA|NA|NA	M	OmpA family
WP_001072475.1	470.IX87_16150	6.9e-128	463.8	Moraxellaceae	ydhJ			ko:K03543		M00701			ko00000,ko00002,ko02000	8.A.1.1			Bacteria	1MWG0@1224,1RRE3@1236,3NK4M@468,COG1566@1,COG1566@2	NA|NA|NA	V	Barrel-sandwich domain of CusB or HlyD membrane-fusion
WP_001072495.1	470.IX87_11045	8e-63	246.1	Moraxellaceae													Bacteria	1RIPN@1224,1S6R6@1236,3NNYP@468,COG2105@1,COG2105@2	NA|NA|NA	S	Gamma-glutamyl cyclotransferase, AIG2-like
WP_001072702.1	470.IX87_17045	0.0	1088.2	Moraxellaceae	gapN	GO:0003674,GO:0003824,GO:0008150,GO:0008152,GO:0016491,GO:0016620,GO:0016903,GO:0043891,GO:0047100,GO:0055114	1.2.1.9	ko:K00131	ko00010,ko00030,ko01100,ko01120,ko01200,map00010,map00030,map01100,map01120,map01200	M00308,M00633	R01058	RC00242	ko00000,ko00001,ko00002,ko01000				Bacteria	1R3TA@1224,1S021@1236,3NM7B@468,COG1012@1,COG1012@2	NA|NA|NA	C	Aldehyde dehydrogenase family
WP_001072727.1	470.IX87_16925	2.8e-129	468.0	Moraxellaceae	tatC	GO:0003674,GO:0005215,GO:0005488,GO:0005515,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006886,GO:0008104,GO:0008150,GO:0008320,GO:0008565,GO:0009314,GO:0009628,GO:0009977,GO:0015031,GO:0015291,GO:0015399,GO:0015405,GO:0015450,GO:0015833,GO:0016020,GO:0016021,GO:0022804,GO:0022857,GO:0022884,GO:0031224,GO:0031226,GO:0032991,GO:0033036,GO:0033281,GO:0034613,GO:0042802,GO:0042886,GO:0042887,GO:0043953,GO:0044425,GO:0044459,GO:0044464,GO:0045184,GO:0046907,GO:0050896,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0055085,GO:0065002,GO:0070727,GO:0071702,GO:0071705,GO:0071806,GO:0071944,GO:0098796,GO:0098797,GO:1904680		ko:K03118	ko03060,ko03070,map03060,map03070	M00336			ko00000,ko00001,ko00002,ko02044	2.A.64			Bacteria	1MVAY@1224,1RPRN@1236,3NIT5@468,COG0805@1,COG0805@2	NA|NA|NA	U	Part of the twin-arginine translocation (Tat) system that transports large folded proteins containing a characteristic twin-arginine motif in their signal peptide across membranes. Together with TatB, TatC is part of a receptor directly interacting with Tat signal peptides
WP_001072777.1	470.IX87_03415	3.6e-304	1050.0	Moraxellaceae	mccB		2.1.3.15,4.1.1.87,6.4.1.3,6.4.1.4,6.4.1.5	ko:K01969,ko:K13778,ko:K13932,ko:K13933,ko:K15052	ko00280,ko00281,ko00720,ko01100,ko01200,map00280,map00281,map00720,map01100,map01200	M00036,M00376	R01859,R03494,R04138	RC00097,RC00367,RC00609,RC00942	ko00000,ko00001,ko00002,ko01000			iAF987.Gmet_3290	Bacteria	1MVAX@1224,1RNV5@1236,3NJ35@468,COG4799@1,COG4799@2	NA|NA|NA	I	Carboxyl transferase domain
WP_001072861.1	470.IX87_15810	0.0	1273.8	Moraxellaceae	thiC	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006725,GO:0006766,GO:0006767,GO:0006772,GO:0006790,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009110,GO:0009228,GO:0009987,GO:0017144,GO:0018130,GO:0019438,GO:0034641,GO:0042364,GO:0042723,GO:0042724,GO:0044237,GO:0044249,GO:0044271,GO:0044272,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0071704,GO:0072527,GO:0072528,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576	4.1.99.17	ko:K03147	ko00730,ko01100,map00730,map01100	M00127	R03472	RC03251,RC03252	ko00000,ko00001,ko00002,ko01000			iECABU_c1320.ECABU_c45100	Bacteria	1MUVV@1224,1RP1F@1236,3NKAR@468,COG0422@1,COG0422@2	NA|NA|NA	H	Catalyzes the synthesis of the hydroxymethylpyrimidine phosphate (HMP-P) moiety of thiamine from aminoimidazole ribotide (AIR) in a radical S-adenosyl-L-methionine (SAM)-dependent reaction
WP_001074362.1	470.IX87_01755	3.7e-148	530.8	Moraxellaceae	minD	GO:0000166,GO:0000910,GO:0003674,GO:0003824,GO:0005488,GO:0005515,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0007049,GO:0007059,GO:0008144,GO:0008150,GO:0009898,GO:0009987,GO:0016020,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017076,GO:0017111,GO:0022402,GO:0030554,GO:0031224,GO:0031226,GO:0032506,GO:0032553,GO:0032555,GO:0032559,GO:0035639,GO:0036094,GO:0036214,GO:0042802,GO:0043167,GO:0043168,GO:0044424,GO:0044425,GO:0044444,GO:0044459,GO:0044464,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0051179,GO:0051301,GO:0051302,GO:0051782,GO:0060187,GO:0061640,GO:0065007,GO:0071944,GO:0097159,GO:0097367,GO:0098552,GO:0098562,GO:1901265,GO:1901363		ko:K03609					ko00000,ko03036,ko04812				Bacteria	1MUEU@1224,1RNJ0@1236,3NJQU@468,COG2894@1,COG2894@2	NA|NA|NA	D	Belongs to the ParA family
WP_001074624.1	40215.BBOS01000026_gene1199	1.6e-48	198.4	Moraxellaceae	rpsN	GO:0000028,GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015935,GO:0016043,GO:0019538,GO:0022607,GO:0022613,GO:0022618,GO:0022626,GO:0022627,GO:0030312,GO:0032991,GO:0034622,GO:0034641,GO:0034645,GO:0042254,GO:0042255,GO:0042274,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0065003,GO:0070925,GO:0071704,GO:0071826,GO:0071840,GO:0071944,GO:1901564,GO:1901566,GO:1901576,GO:1990904		ko:K02954	ko03010,map03010	M00178,M00179			br01610,ko00000,ko00001,ko00002,ko03011				Bacteria	1MZDT@1224,1S62N@1236,3NNIJ@468,COG0199@1,COG0199@2	NA|NA|NA	J	Binds 16S rRNA, required for the assembly of 30S particles and may also be responsible for determining the conformation of the 16S rRNA at the A site
WP_001074682.1	106648.BBLJ01000037_gene4011	1e-72	279.3	Moraxellaceae	rplK	GO:0000027,GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015934,GO:0016043,GO:0019538,GO:0019843,GO:0022607,GO:0022613,GO:0022618,GO:0022625,GO:0022626,GO:0032991,GO:0034622,GO:0034641,GO:0034645,GO:0042254,GO:0042255,GO:0042273,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0065003,GO:0070925,GO:0071704,GO:0071826,GO:0071840,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904		ko:K02867	ko03010,map03010	M00178,M00179			br01610,ko00000,ko00001,ko00002,ko03011				Bacteria	1RA2M@1224,1S22R@1236,3NJ44@468,COG0080@1,COG0080@2	NA|NA|NA	J	Forms part of the ribosomal stalk which helps the ribosome interact with GTP-bound translation factors
WP_001075416.1	470.IX87_02330	1.2e-185	655.6	Moraxellaceae	holB	GO:0005575,GO:0005622,GO:0005623,GO:0006139,GO:0006259,GO:0006260,GO:0006261,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009360,GO:0009987,GO:0032991,GO:0034641,GO:0034645,GO:0042575,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044424,GO:0044464,GO:0046483,GO:0061695,GO:0071704,GO:0090304,GO:1901360,GO:1901576,GO:1902494,GO:1990234	2.7.7.7	ko:K02341	ko00230,ko00240,ko01100,ko03030,ko03430,ko03440,map00230,map00240,map01100,map03030,map03430,map03440	M00260	R00375,R00376,R00377,R00378	RC02795	ko00000,ko00001,ko00002,ko01000,ko03032,ko03400				Bacteria	1MY1W@1224,1RNYA@1236,3NK7S@468,COG0470@1,COG0470@2	NA|NA|NA	L	DNA polymerase III
WP_001075439.1	470.IX87_06495	9.2e-259	899.0	Moraxellaceae	eat			ko:K16238					ko00000,ko02000	2.A.3.5			Bacteria	1QU71@1224,1T1PB@1236,3NTJX@468,COG0833@1,COG0833@2	NA|NA|NA	E	Amino acid permease
WP_001075596.1	470.IX87_11120	0.0	1629.8	Moraxellaceae	gcd	GO:0000287,GO:0003674,GO:0003824,GO:0004344,GO:0005488,GO:0005575,GO:0005623,GO:0005886,GO:0008150,GO:0008152,GO:0008876,GO:0016020,GO:0016021,GO:0016491,GO:0016614,GO:0016901,GO:0019842,GO:0031224,GO:0031406,GO:0036094,GO:0043167,GO:0043168,GO:0043169,GO:0043177,GO:0044425,GO:0044464,GO:0046872,GO:0048037,GO:0048038,GO:0048039,GO:0055114,GO:0070968,GO:0071944,GO:0097159,GO:1901363	1.1.5.2	ko:K00117	ko00030,ko01100,ko01110,ko01130,map00030,map01100,map01110,map01130		R06620	RC00066	ko00000,ko00001,ko01000			iEC55989_1330.EC55989_0117,iECIAI1_1343.ECIAI1_0122,iECW_1372.ECW_m0121,iEKO11_1354.EKO11_3792,iWFL_1372.ECW_m0121	Bacteria	1MUQX@1224,1RN5D@1236,3NJDR@468,COG4993@1,COG4993@2	NA|NA|NA	G	PQQ-like domain
WP_001075962.1	575564.HMPREF0014_02915	0.0	1162.1	Moraxellaceae	wzc	GO:0000271,GO:0003674,GO:0003824,GO:0004672,GO:0004713,GO:0005488,GO:0005515,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0005975,GO:0005976,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009242,GO:0009987,GO:0016020,GO:0016021,GO:0016051,GO:0016301,GO:0016310,GO:0016462,GO:0016740,GO:0016772,GO:0016773,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0018108,GO:0018193,GO:0018212,GO:0019538,GO:0031224,GO:0031226,GO:0033692,GO:0034637,GO:0034645,GO:0036211,GO:0038083,GO:0042802,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044262,GO:0044264,GO:0044267,GO:0044425,GO:0044459,GO:0044464,GO:0046377,GO:0046777,GO:0071704,GO:0071944,GO:0140096,GO:1901135,GO:1901137,GO:1901564,GO:1901576		ko:K16692					ko00000,ko01000,ko01001				Bacteria	1MVI9@1224,1RNB0@1236,3NJIK@468,COG0489@1,COG0489@2,COG3206@1,COG3206@2	NA|NA|NA	D	G-rich domain on putative tyrosine kinase
WP_001076622.1	470.IX87_20800	1.2e-244	852.0	Moraxellaceae													Bacteria	1MWYR@1224,1RR7T@1236,3NIQU@468,COG2271@1,COG2271@2	NA|NA|NA	G	Organic Anion Transporter Polypeptide (OATP) family
WP_001076822.1	470.IX87_08560	0.0	1567.0	Moraxellaceae	xdhB		1.17.1.4	ko:K13482	ko00230,ko01100,ko01120,map00230,map01100,map01120	M00546	R01768,R02103	RC00143	ko00000,ko00001,ko00002,ko01000				Bacteria	1NQSR@1224,1T1HI@1236,3NKF4@468,COG4631@1,COG4631@2	NA|NA|NA	F	Aldehyde oxidase and xanthine dehydrogenase, a/b hammerhead domain
WP_001076966.1	470.IX87_21780	1.6e-263	914.8	Moraxellaceae	norG			ko:K00375					ko00000,ko03000				Bacteria	1MV6F@1224,1RMQ0@1236,3NJAE@468,COG1167@1,COG1167@2	NA|NA|NA	K	helix_turn_helix gluconate operon transcriptional repressor
WP_001077412.1	470.IX87_05150	3.8e-187	660.6	Moraxellaceae	add		3.5.4.2,3.5.4.4	ko:K01488,ko:K21053	ko00230,ko01100,ko05340,map00230,map01100,map05340		R01244,R01560,R02556	RC00477	ko00000,ko00001,ko01000				Bacteria	1MWBV@1224,1RNVI@1236,3NJMF@468,COG1816@1,COG1816@2	NA|NA|NA	F	Catalyzes the hydrolytic deamination of adenine to hypoxanthine. Plays an important role in the purine salvage pathway and in nitrogen catabolism
WP_001077690.1	891974.E05_27660	5.6e-08	63.2	Gammaproteobacteria				ko:K19165					ko00000,ko02048				Bacteria	1N99I@1224,1SC1V@1236,COG2161@1,COG2161@2	NA|NA|NA	D	Antitoxin component of a toxin-antitoxin (TA) module
WP_001077869.1	470.IX87_20740	7.4e-169	599.7	Moraxellaceae													Bacteria	1QUXX@1224,1SYG9@1236,3NJSJ@468,COG2207@1,COG2207@2	NA|NA|NA	K	AraC-binding-like domain
WP_001078191.1	470.IX87_15040	4.5e-64	250.4	Moraxellaceae													Bacteria	1N754@1224,1SCKC@1236,2BXY5@1,3348J@2,3NNG7@468	NA|NA|NA	S	Regulator of ribonuclease activity B
WP_001078588.1	470.IX87_08055	4.8e-131	473.8	Moraxellaceae	rsmE	GO:0000154,GO:0001510,GO:0003674,GO:0003824,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008168,GO:0008170,GO:0008173,GO:0008649,GO:0008757,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016072,GO:0016436,GO:0016740,GO:0016741,GO:0022613,GO:0031167,GO:0032259,GO:0034470,GO:0034641,GO:0034660,GO:0042254,GO:0043170,GO:0043412,GO:0043414,GO:0044085,GO:0044237,GO:0044238,GO:0044260,GO:0046483,GO:0070042,GO:0070475,GO:0071704,GO:0071840,GO:0090304,GO:0140098,GO:0140102,GO:1901360	2.1.1.193	ko:K09761					ko00000,ko01000,ko03009				Bacteria	1MXCU@1224,1RPBN@1236,3NIW8@468,COG1385@1,COG1385@2	NA|NA|NA	J	Specifically methylates the N3 position of the uracil ring of uridine 1498 (m3U1498) in 16S rRNA. Acts on the fully assembled 30S ribosomal subunit
WP_001078617.1	1217648.F933_03348	5.2e-10	70.1	Moraxellaceae													Bacteria	1QQ81@1224,1RSV2@1236,2CB7F@1,3036N@2,3NRRX@468	NA|NA|NA		
WP_001080205.1	470.IX87_16025	2.7e-58	231.1	Moraxellaceae													Bacteria	1N8A8@1224,1SFZ8@1236,3NPEX@468,COG4461@1,COG4461@2	NA|NA|NA	G	4-amino-4-deoxy-alpha-L-arabinopyranosyl undecaprenyl phosphate biosynthetic process
WP_001080978.1	470.IX87_06600	2.5e-144	518.1	Moraxellaceae													Bacteria	1MXQS@1224,1S5RM@1236,3NKHA@468,COG5266@1,COG5266@2	NA|NA|NA	P	Domain of unknown function (DUF4198)
WP_001081037.1	520709.F985_02409	1.8e-54	218.8	Moraxellaceae													Bacteria	1QPYF@1224,1TNQU@1236,2AIRY@1,31SEF@2,3NR4A@468	NA|NA|NA		
WP_001081618.1	470.IX87_20700	5e-173	613.6	Moraxellaceae	catA		1.13.11.1	ko:K03381	ko00361,ko00362,ko00364,ko00623,ko01100,ko01120,ko01220,map00361,map00362,map00364,map00623,map01100,map01120,map01220	M00568	R00817,R04258,R05299,R08114,R08115,R09134	RC00388,RC00535,RC01366	ko00000,ko00001,ko00002,ko01000				Bacteria	1MX7W@1224,1RP3H@1236,3NJ2W@468,COG3485@1,COG3485@2	NA|NA|NA	Q	Catechol dioxygenase N terminus
WP_001081748.1	871585.BDGL_002961	0.0	1473.0	Moraxellaceae			3.1.4.3	ko:K01114	ko00562,ko00564,ko00565,ko01100,ko01110,ko02024,ko04919,map00562,map00564,map00565,map01100,map01110,map02024,map04919		R01312,R02027,R02052,R03332,R07381	RC00017,RC00425	ko00000,ko00001,ko01000,ko02042				Bacteria	1MWVP@1224,1RYB5@1236,3NJQJ@468,COG3511@1,COG3511@2	NA|NA|NA	M	Phosphoesterase family
WP_001082092.1	575564.HMPREF0014_01109	1.2e-200	705.7	Moraxellaceae	tetA			ko:K08151,ko:K08153		M00668,M00717			ko00000,ko00002,ko01504,ko02000	2.A.1.2.38,2.A.1.2.39,2.A.1.2.4,2.A.1.2.41,2.A.1.2.68,2.A.1.2.75,2.A.1.2.8			Bacteria	1MVSH@1224,1RYB9@1236,3NJYD@468,COG0477@1,COG2814@2	NA|NA|NA	EGP	Major facilitator Superfamily
WP_001082436.1	470.IX87_04320	2.7e-157	561.2	Moraxellaceae	uspA												Bacteria	1PAFP@1224,1RSCS@1236,3NIEK@468,COG0589@1,COG0589@2	NA|NA|NA	T	Belongs to the universal stress protein A family
