Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-1234174,"Cellular response to hypoxia",1,85,0.0057929530430041575,0.9853559712689315,0.9853559712689315,1,20,0.0015429717636167258,9606,Homo sapiens,"3426","","R-HSA-1234159"
R-HSA-877300,"Interferon gamma signaling",6,252,0.017174401962788795,0.985651724028585,0.985651724028585,12,15,0.0011572288227125443,9606,Homo sapiens,"2634;6772;7412;2939;4502;10346","","R-HSA-873917;R-HSA-997326;R-HSA-877308;R-HSA-873919;R-HSA-873927;R-HSA-1031716;R-HSA-873926;R-HSA-877281;R-HSA-873921;R-HSA-909552;R-HSA-1031713;R-HSA-873922"
R-HSA-1660662,"Glycosphingolipid metabolism",1,86,0.005861105431745383,0.9860679008689114,0.9860679008689114,1,32,0.002468754821786761,9606,Homo sapiens,"3164","","R-HSA-1605723"
R-HSA-15869,"Metabolism of nucleotides",6,254,0.017310706740271246,0.9865479848430392,0.9865479848430392,9,135,0.0104150594044129,9606,Homo sapiens,"954;2078;122481;51733;377841;978","","R-HSA-8851538;R-HSA-73620;R-HSA-8851089;R-HSA-73591;R-HSA-110137;R-HSA-73608;R-HSA-8851550;R-HSA-6788798;R-HSA-110138"
R-HSA-73854,"RNA Polymerase I Promoter Clearance",1,87,0.005929257820486608,0.9867452648053417,0.9867452648053417,3,10,7.714858818083629E-4,9606,Homo sapiens,"27134","","R-HSA-73769;R-HSA-74986;R-HSA-73758"
R-HSA-446652,"Interleukin-1 family signaling",3,163,0.011108839364819737,0.987380707633108,0.987380707633108,4,79,0.006094738466286067,9606,Homo sapiens,"3426;2898;2894","","R-HSA-448629;R-HSA-209061;R-HSA-6797293;R-HSA-448603"
R-HSA-674695,"RNA Polymerase II Pre-transcription Events",1,88,0.005997410209227834,0.9873897391140386,0.9873897391140386,4,17,0.001311525999074217,9606,Homo sapiens,"27134","","R-HSA-75856;R-HSA-75891;R-HSA-75862;R-HSA-73946"
R-HSA-977225,"Amyloid fiber formation",1,88,0.005997410209227834,0.9873897391140386,0.9873897391140386,2,33,0.0025459034099675976,9606,Homo sapiens,"3026","","R-HSA-976734;R-HSA-977136"
R-HSA-69002,"DNA Replication Pre-Initiation",1,88,0.005997410209227834,0.9873897391140386,0.9873897391140386,1,21,0.001620120351797562,9606,Homo sapiens,"3426","","R-HSA-68825"
R-HSA-2995410,"Nuclear Envelope (NE) Reassembly",1,88,0.005997410209227834,0.9873897391140386,0.9873897391140386,1,24,0.001851566116340071,9606,Homo sapiens,"25854","","R-HSA-9668419"
R-HSA-5579029,"Metabolic disorders of biological oxidation enzymes",1,88,0.005997410209227834,0.9873897391140386,0.9873897391140386,1,39,0.003008794939052615,9606,Homo sapiens,"1591","","R-HSA-5602004"
R-HSA-3247509,"Chromatin modifying enzymes",6,256,0.017447011517753696,0.9873915158360175,0.9873915158360175,7,84,0.006480481407190248,9606,Homo sapiens,"3290;9767;11240;2939;83595;53836","","R-HSA-3247569;R-HSA-1183128;R-HSA-8865613;R-HSA-5638157;R-HSA-4827383;R-HSA-3215391;R-HSA-3318413"
R-HSA-4839726,"Chromatin organization",6,256,0.017447011517753696,0.9873915158360175,0.9873915158360175,7,84,0.006480481407190248,9606,Homo sapiens,"3290;9767;11240;2939;83595;53836","","R-HSA-3247569;R-HSA-1183128;R-HSA-8865613;R-HSA-5638157;R-HSA-4827383;R-HSA-3215391;R-HSA-3318413"
R-HSA-73864,"RNA Polymerase I Transcription",1,89,0.006065562597969059,0.9880029186690662,0.9880029186690662,6,14,0.001080080234531708,9606,Homo sapiens,"27134","","R-HSA-74993;R-HSA-74992;R-HSA-74994;R-HSA-73769;R-HSA-74986;R-HSA-73758"
R-HSA-9663891,"Selective autophagy",1,89,0.006065562597969059,0.9880029186690662,0.9880029186690662,4,48,0.003703132232680142,9606,Homo sapiens,"25854","","R-HSA-9646679;R-HSA-9646390;R-HSA-9646383;R-HSA-9646685"
R-HSA-5250941,"Negative epigenetic regulation of rRNA expression",1,89,0.006065562597969059,0.9880029186690662,0.9880029186690662,1,12,9.257830581700355E-4,9606,Homo sapiens,"27134","","R-HSA-427366"
R-HSA-425366,"Transport of bile salts and organic acids, metal ions and amine compounds",3,165,0.011245144142302188,0.98833323393731,0.98833323393731,4,67,0.005168955408116032,9606,Homo sapiens,"7780;3694;54716","","R-HSA-352052;R-HSA-444160;R-HSA-435375;R-HSA-437084"
R-HSA-5688426,"Deubiquitination",7,288,0.01962788795747291,0.9885414220144625,0.9885414220144625,14,77,0.005940441289924395,9606,Homo sapiens,"3426;1643;7128;2099;3363;8900;114548","","R-HSA-5690870;R-HSA-6783238;R-HSA-688136;R-HSA-8869506;R-HSA-5696947;R-HSA-5697009;R-HSA-5665854;R-HSA-5690845;R-HSA-5696997;R-HSA-5689539;R-HSA-5691439;R-HSA-5665871;R-HSA-5690827;R-HSA-5690856"
R-HSA-5693607,"Processing of DNA double-strand break ends",1,90,0.006133714986710284,0.988586321107816,0.988586321107816,2,17,0.001311525999074217,9606,Homo sapiens,"8900","","R-HSA-5684096;R-HSA-5684081"
R-HSA-9612973,"Autophagy",3,166,0.011313296531043413,0.9887831938809191,0.9887831938809191,12,108,0.00833204752353032,9606,Homo sapiens,"57447;440738;23710;25854","","R-HSA-5682388;R-HSA-9646679;R-HSA-5681987;R-HSA-9646390;R-HSA-5682896;R-HSA-5681981;R-HSA-5678490;R-HSA-9646383;R-HSA-5682011;R-HSA-9646685;R-HSA-5683593;R-HSA-5682377"
R-HSA-5358351,"Signaling by Hedgehog",3,168,0.011449601308525863,0.9896335541959191,0.9896335541959191,9,82,0.006326184230828576,9606,Homo sapiens,"3426;114;147111","","R-HSA-5610757;R-HSA-5362448;R-HSA-5610727;R-HSA-5610758;R-HSA-5610754;R-HSA-5362553;R-HSA-5635868;R-HSA-5635854;R-HSA-5610760"
R-HSA-1483206,"Glycerophospholipid biosynthesis",5,232,0.01581135418796429,0.98965053030732,0.98965053030732,11,133,0.010260762228051227,9606,Homo sapiens,"201164;22925;4496;2099;5920","","R-HSA-1483142;R-HSA-1602377;R-HSA-8867876;R-HSA-8878787;R-HSA-1602398;R-HSA-1602446;R-HSA-8954398;R-HSA-1602368;R-HSA-1602417;R-HSA-8858298;R-HSA-1602374"
R-HSA-1500620,"Meiosis",1,92,0.006270019764192735,0.9896695012352962,0.9896695012352962,6,15,0.0011572288227125443,9606,Homo sapiens,"23600","","R-HSA-912505;R-HSA-912408;R-HSA-912389;R-HSA-912470;R-HSA-912467;R-HSA-912450"
R-HSA-2565942,"Regulation of PLK1 Activity at G2/M Transition",1,92,0.006270019764192735,0.9896695012352962,0.9896695012352962,4,12,9.257830581700355E-4,9606,Homo sapiens,"51704","","R-HSA-3000319;R-HSA-2574845;R-HSA-3000310;R-HSA-2574840"
R-HSA-5632684,"Hedgehog 'on' state",1,92,0.006270019764192735,0.9896695012352962,0.9896695012352962,2,37,0.0028544977626909426,9606,Homo sapiens,"3426","","R-HSA-5635868;R-HSA-5635854"
R-HSA-69239,"Synthesis of DNA",2,133,0.009064267702582975,0.9897969051226855,0.9897969051226855,4,26,0.0020058632927017436,9606,Homo sapiens,"3426;8900","","R-HSA-68944;R-HSA-68948;R-HSA-69016;R-HSA-69005"
R-HSA-194315,"Signaling by Rho GTPases",13,457,0.03114564165474,0.9899564363792135,0.9899564363792135,17,117,0.009026384817157847,9606,Homo sapiens,"23213;25854;94274;57580;10811;2259;58504;389337;89846;10451;999;9901;54848","","R-HSA-5626549;R-HSA-194913;R-HSA-3858489;R-HSA-445797;R-HSA-5668978;R-HSA-3858495;R-HSA-5671763;R-HSA-5672304;R-HSA-194922;R-HSA-5668735;R-HSA-5671772;R-HSA-5668731;R-HSA-5666169;R-HSA-5668718;R-HSA-5668714;R-HSA-5626507;R-HSA-5672329"
R-HSA-420499,"Class C/3 (Metabotropic glutamate/pheromone receptors)",1,93,0.00633817215293396,0.9901719607415757,0.9901719607415757,1,7,5.40040117265854E-4,9606,Homo sapiens,"9568","","R-HSA-420688"
R-HSA-8957322,"Metabolism of steroids",8,322,0.02194506917467457,0.9903180722000549,0.9903180722000549,22,235,0.01812991822249653,9606,Homo sapiens,"9971;3290;1301;4496;5740;11001;1591;23600","","R-HSA-193763;R-HSA-192065;R-HSA-194023;R-HSA-191972;R-HSA-209765;R-HSA-194187;R-HSA-193736;R-HSA-5340251;R-HSA-193065;R-HSA-193743;R-HSA-193452;R-HSA-193709;R-HSA-192051;R-HSA-5340195;R-HSA-193424;R-HSA-8868402;R-HSA-193845;R-HSA-192056;R-HSA-193401;R-HSA-193054;R-HSA-193727;R-HSA-192157"
R-HSA-9679506,"SARS-CoV Infections",5,234,0.01594765896544674,0.990342777560703,0.990342777560703,5,143,0.01103224810985959,9606,Homo sapiens,"256435;8912;2939;6591;10346","","R-HSA-9684627;R-HSA-9678561;R-HSA-9679028;R-HSA-9683769;R-HSA-9679740"
R-HSA-5621481,"C-type lectin receptors (CLRs)",4,203,0.013834934914468753,0.9904459846798538,0.9904459846798538,20,68,0.005246103996296868,9606,Homo sapiens,"2207;3426;2259;30835","","R-HSA-5621366;R-HSA-5621363;R-HSA-5607731;R-HSA-2730849;R-HSA-5621371;R-HSA-5621370;R-HSA-5621573;R-HSA-2730872;R-HSA-74448;R-HSA-5621606;R-HSA-5621347;R-HSA-5621571;R-HSA-5621356;R-HSA-5607724;R-HSA-2730867;R-HSA-5621615;R-HSA-5621353;R-HSA-5621352;R-HSA-5621355;R-HSA-5621354"
R-HSA-168256,"Immune System",118,2869,0.19552920329857562,0.9906155601189562,0.9906155601189562,502,1634,0.1260607930874865,9606,Homo sapiens,"88;6196;3241;221687;283807;2668;3751;11221;999;4049;83595;25759;29799;7294;1191;4973;4214;9903;527;925;5284;6097;154664;6772;6775;25840;353189;2207;29126;3773;80380;78989;1519;4502;10235;6804;4902;91543;3310;2065;2185;25854;3426;3304;3303;255324;3026;943;5602;3821;5328;5329;110384692;2353;245972;3560;116844;3162;114548;654483;51561;10451;5593;7412;2634;53630;5743;7128;10584;3965;1308;10622;54848;3725;10346;4311;11240;1437;317649;1675;2246;3576;3575;1672;10396;11001;978;1839;3732;1958;5493;80329;2263;3109;1843;2898;2259;3589;255488;2894;3587;57731;30835;4312;2939;9966;1848;7704;4318;8519","","R-HSA-688136;R-HSA-203797;R-HSA-1168393;R-HSA-1168394;R-HSA-913424;R-HSA-6786114;R-HSA-913451;R-HSA-6786124;R-HSA-1296421;R-HSA-6786095;R-HSA-6786092;R-HSA-6800426;R-HSA-976991;R-HSA-6786101;R-HSA-5672965;R-HSA-6800434;R-HSA-6786096;R-HSA-1364044;R-HSA-6786110;R-HSA-1168456;R-HSA-198746;R-HSA-1168459;R-HSA-448603;R-HSA-5672969;R-HSA-983150;R-HSA-6784006;R-HSA-983147;R-HSA-6786050;R-HSA-9654523;R-HSA-9654521;R-HSA-983140;R-HSA-9653503;R-HSA-6786058;R-HSA-9654525;R-HSA-6786070;R-HSA-448629;R-HSA-913529;R-HSA-6810643;R-HSA-168053;R-HSA-983157;R-HSA-1170539;R-HSA-983156;R-HSA-6786072;R-HSA-912527;R-HSA-109699;R-HSA-1295519;R-HSA-1295516;R-HSA-8852509;R-HSA-6788346;R-HSA-209061;R-HSA-1295540;R-HSA-6784204;R-HSA-2855047;R-HSA-5340385;R-HSA-1302698;R-HSA-5669097;R-HSA-9645137;R-HSA-6784160;R-HSA-1675473;R-HSA-168136;R-HSA-1264832;R-HSA-199895;R-HSA-9645126;R-HSA-6784189;R-HSA-168162;R-HSA-8852580;R-HSA-6785165;R-HSA-1306876;R-HSA-909552;R-HSA-9604499;R-HSA-8984963;R-HSA-8985988;R-HSA-8984964;R-HSA-449803;R-HSA-8987033;R-HSA-1168640;R-HSA-8950173;R-HSA-449811;R-HSA-8950175;R-HSA-198941;R-HSA-6784324;R-HSA-449829;R-HSA-6784323;R-HSA-5675376;R-HSA-8983983;R-HSA-8950190;R-HSA-198955;R-HSA-879909;R-HSA-879910;R-HSA-8950181;R-HSA-879907;R-HSA-8950183;R-HSA-8950201;R-HSA-879934;R-HSA-8983996;R-HSA-879930;R-HSA-5686625;R-HSA-9025969;R-HSA-879925;R-HSA-451900;R-HSA-5675373;R-HSA-8987080;R-HSA-8950218;R-HSA-198983;R-HSA-8984012;R-HSA-8984014;R-HSA-8984001;R-HSA-8950210;R-HSA-879942;R-HSA-879937;R-HSA-8950213;R-HSA-8987097;R-HSA-508247;R-HSA-8983003;R-HSA-6784319;R-HSA-8950225;R-HSA-8984021;R-HSA-2213244;R-HSA-8984023;R-HSA-2213246;R-HSA-451942;R-HSA-5607731;R-HSA-166245;R-HSA-1168767;R-HSA-8950269;R-HSA-937337;R-HSA-912757;R-HSA-5607724;R-HSA-8950260;R-HSA-508282;R-HSA-6788582;R-HSA-508292;R-HSA-2025882;R-HSA-6789615;R-HSA-3134883;R-HSA-2130349;R-HSA-909725;R-HSA-1370500;R-HSA-1168768;R-HSA-8983835;R-HSA-909726;R-HSA-8983834;R-HSA-909721;R-HSA-199062;R-HSA-9654533;R-HSA-909722;R-HSA-909718;R-HSA-1370505;R-HSA-449958;R-HSA-2213248;R-HSA-199079;R-HSA-8985900;R-HSA-909738;R-HSA-8950063;R-HSA-8983841;R-HSA-8983845;R-HSA-873917;R-HSA-873919;R-HSA-8983870;R-HSA-6788571;R-HSA-449978;R-HSA-2025890;R-HSA-449976;R-HSA-8985929;R-HSA-977359;R-HSA-9653585;R-HSA-8983872;R-HSA-873927;R-HSA-1112538;R-HSA-873926;R-HSA-873921;R-HSA-8983876;R-HSA-873922;R-HSA-8983878;R-HSA-977375;R-HSA-873951;R-HSA-1112514;R-HSA-977371;R-HSA-9006431;R-HSA-8985943;R-HSA-1964482;R-HSA-8986985;R-HSA-1678841;R-HSA-1678842;R-HSA-1112565;R-HSA-8985966;R-HSA-450031;R-HSA-450027;R-HSA-6798743;R-HSA-453111;R-HSA-6789524;R-HSA-6798739;R-HSA-8985981;R-HSA-8987007;R-HSA-453104;R-HSA-6798751;R-HSA-8950128;R-HSA-168440;R-HSA-6798749;R-HSA-6798748;R-HSA-6798747;R-HSA-452091;R-HSA-6798745;R-HSA-5693012;R-HSA-452100;R-HSA-177671;R-HSA-8950415;R-HSA-452097;R-HSA-450063;R-HSA-1112602;R-HSA-452108;R-HSA-8987266;R-HSA-1112604;R-HSA-8950405;R-HSA-8987270;R-HSA-981535;R-HSA-8950426;R-HSA-1671691;R-HSA-1112587;R-HSA-452122;R-HSA-1671687;R-HSA-8950423;R-HSA-8950441;R-HSA-5621366;R-HSA-6783556;R-HSA-508451;R-HSA-6804035;R-HSA-5621363;R-HSA-6783552;R-HSA-1031716;R-HSA-5621371;R-HSA-1031713;R-HSA-5621370;R-HSA-5668454;R-HSA-5621347;R-HSA-8951486;R-HSA-8950448;R-HSA-5621356;R-HSA-5621353;R-HSA-5621352;R-HSA-8950453;R-HSA-5621355;R-HSA-5621354;R-HSA-6804006;R-HSA-6783524;R-HSA-173636;R-HSA-921155;R-HSA-6783530;R-HSA-9013978;R-HSA-6809140;R-HSA-8950480;R-HSA-449117;R-HSA-8950485;R-HSA-449115;R-HSA-508513;R-HSA-5676593;R-HSA-6788623;R-HSA-2130504;R-HSA-5668414;R-HSA-6788622;R-HSA-877158;R-HSA-6803978;R-HSA-1067646;R-HSA-8950522;R-HSA-173680;R-HSA-6788628;R-HSA-6803988;R-HSA-877178;R-HSA-6803999;R-HSA-914036;R-HSA-5676591;R-HSA-389759;R-HSA-981621;R-HSA-389758;R-HSA-8950518;R-HSA-2424484;R-HSA-2424485;R-HSA-2424486;R-HSA-2424487;R-HSA-877198;R-HSA-2424481;R-HSA-1112727;R-HSA-8987150;R-HSA-9617941;R-HSA-389762;R-HSA-981637;R-HSA-877187;R-HSA-173709;R-HSA-1067651;R-HSA-844440;R-HSA-981658;R-HSA-933530;R-HSA-2454192;R-HSA-933528;R-HSA-173723;R-HSA-8983059;R-HSA-173720;R-HSA-1067659;R-HSA-8950292;R-HSA-8983061;R-HSA-447130;R-HSA-8983063;R-HSA-981648;R-HSA-173725;R-HSA-8950314;R-HSA-8987179;R-HSA-6783681;R-HSA-8983077;R-HSA-9009700;R-HSA-1606327;R-HSA-8983078;R-HSA-8950328;R-HSA-173745;R-HSA-2424476;R-HSA-1067688;R-HSA-8950322;R-HSA-981680;R-HSA-8950344;R-HSA-1028815;R-HSA-977615;R-HSA-1028812;R-HSA-2454240;R-HSA-977602;R-HSA-8851018;R-HSA-74448;R-HSA-977629;R-HSA-977626;R-HSA-8950364;R-HSA-8950365;R-HSA-8987230;R-HSA-8950367;R-HSA-5668481;R-HSA-8981073;R-HSA-388828;R-HSA-8950354;R-HSA-1028821;R-HSA-8987218;R-HSA-918229;R-HSA-1028820;R-HSA-8862300;R-HSA-1028819;R-HSA-977619;R-HSA-8987220;R-HSA-1028817;R-HSA-1028816;R-HSA-981713;R-HSA-5668534;R-HSA-2454208;R-HSA-877281;R-HSA-8981093;R-HSA-877308;R-HSA-450292;R-HSA-982778;R-HSA-8862320;R-HSA-982775;R-HSA-8856189;R-HSA-2454239;R-HSA-447226;R-HSA-8950389;R-HSA-8987255;R-HSA-5668520;R-HSA-982768;R-HSA-6785895;R-HSA-982792;R-HSA-8983425;R-HSA-8983424;R-HSA-914182;R-HSA-6785898;R-HSA-5621573;R-HSA-8950681;R-HSA-1462023;R-HSA-447252;R-HSA-2032396;R-HSA-450325;R-HSA-8950684;R-HSA-982810;R-HSA-5621571;R-HSA-8952749;R-HSA-450348;R-HSA-1169210;R-HSA-2130706;R-HSA-5621606;R-HSA-1169188;R-HSA-8950718;R-HSA-8938431;R-HSA-5621615;R-HSA-2730856;R-HSA-2730858;R-HSA-2396007;R-HSA-8950732;R-HSA-2730860;R-HSA-8950733;R-HSA-844612;R-HSA-2730849;R-HSA-8950721;R-HSA-2730851;R-HSA-8950724;R-HSA-1471322;R-HSA-844610;R-HSA-183122;R-HSA-2730872;R-HSA-8983519;R-HSA-8983518;R-HSA-8950737;R-HSA-2730867;R-HSA-2730868;R-HSA-199518;R-HSA-8950741;R-HSA-2730871;R-HSA-919404;R-HSA-166753;R-HSA-1222516;R-HSA-5658430;R-HSA-976743;R-HSA-8952807;R-HSA-2730841;R-HSA-6784791;R-HSA-2730840;R-HSA-2730843;R-HSA-8950778;R-HSA-8950780;R-HSA-2730847;R-HSA-8950782;R-HSA-2730833;R-HSA-354173;R-HSA-6785821;R-HSA-8950771;R-HSA-2395992;R-HSA-1471338;R-HSA-8952823;R-HSA-8950537;R-HSA-8983309;R-HSA-166795;R-HSA-166792;R-HSA-6797293;R-HSA-8983299;R-HSA-8983298;R-HSA-2029458;R-HSA-8950533;R-HSA-8983300;R-HSA-9006873;R-HSA-6799350;R-HSA-2029453;R-HSA-1467269;R-HSA-2029451;R-HSA-1015702;R-HSA-1015699;R-HSA-9006870;R-HSA-2730889;R-HSA-2730888;R-HSA-166817;R-HSA-976810;R-HSA-2730892;R-HSA-2730882;R-HSA-2730885;R-HSA-2730884;R-HSA-448427;R-HSA-2730887;R-HSA-8983335;R-HSA-2730886;R-HSA-8950567;R-HSA-976801;R-HSA-6797271;R-HSA-997309;R-HSA-8950586;R-HSA-6797269;R-HSA-6797268;R-HSA-5696482;R-HSA-6797267;R-HSA-8950591;R-HSA-2730896;R-HSA-8950581;R-HSA-8950583;R-HSA-997326;R-HSA-8983371;R-HSA-8983374;R-HSA-8865613;R-HSA-3266557;R-HSA-8983384;R-HSA-9603905;R-HSA-913374;R-HSA-1236935;R-HSA-913371;R-HSA-8950623;R-HSA-166869;R-HSA-913370;R-HSA-8950608;R-HSA-8983378;R-HSA-913360;R-HSA-8950634;R-HSA-5668789;R-HSA-8950637;R-HSA-168933;R-HSA-6790029;R-HSA-8983394;R-HSA-1369080;R-HSA-1169406;R-HSA-6790036;R-HSA-1250272;R-HSA-1236970;R-HSA-5675948;R-HSA-6790041"
R-HSA-6807505,"RNA polymerase II transcribes snRNA genes",1,94,0.006406324541675185,0.9906500133699423,0.9906500133699423,9,11,8.486344699891992E-4,9606,Homo sapiens,"27134","","R-HSA-6814885;R-HSA-6814549;R-HSA-6814559;R-HSA-6810238;R-HSA-6814555;R-HSA-6810235;R-HSA-6814554;R-HSA-6810234;R-HSA-6810233"
R-HSA-376176,"Signaling by ROBO receptors",5,235,0.016015811354187965,0.9906721983450558,0.9906721983450558,17,60,0.004628915290850177,9606,Homo sapiens,"3426;9901;3821;23237;23767","","R-HSA-9010539;R-HSA-9010541;R-HSA-8985799;R-HSA-9010648;R-HSA-9010523;R-HSA-428533;R-HSA-376145;R-HSA-9014812;R-HSA-9011313;R-HSA-428510;R-HSA-9010641;R-HSA-9010643;R-HSA-9010898;R-HSA-9014834;R-HSA-9010645;R-HSA-8985812;R-HSA-9010231"
R-HSA-5689880,"Ub-specific processing proteases",4,206,0.014039392080692428,0.9914476713748291,0.9914476713748291,4,40,0.0030859435272334516,9606,Homo sapiens,"3426;1643;3363;8900","","R-HSA-5696997;R-HSA-5689539;R-HSA-5696947;R-HSA-5697009"
R-HSA-73886,"Chromosome Maintenance",2,138,0.009405029646289103,0.991792030121188,0.991792030121188,8,38,0.002931646350871779,9606,Homo sapiens,"7015;8900","","R-HSA-163090;R-HSA-163120;R-HSA-163099;R-HSA-163096;R-HSA-164616;R-HSA-9686521;R-HSA-164617;R-HSA-164620"
R-HSA-5617833,"Cilium Assembly",4,208,0.014175696858174878,0.9920587643505688,0.9920587643505688,23,50,0.0038574294090418146,9606,Homo sapiens,"23418;192668;25854;51704","","R-HSA-5626228;R-HSA-5620918;R-HSA-5626227;R-HSA-5620914;R-HSA-5623519;R-HSA-5623513;R-HSA-5620921;R-HSA-5626681;R-HSA-5618328;R-HSA-5617816;R-HSA-5618331;R-HSA-5638009;R-HSA-5623525;R-HSA-5624133;R-HSA-5623524;R-HSA-5624132;R-HSA-5623527;R-HSA-5623521;R-HSA-5624131;R-HSA-5624130;R-HSA-5626220;R-HSA-5626223;R-HSA-5626699"
R-HSA-2871837,"FCERI mediated NF-kB activation",3,175,0.011926668029714442,0.9921474383499244,0.9921474383499244,3,19,0.0014658231754358896,9606,Homo sapiens,"2207;3426;10235","","R-HSA-5607724;R-HSA-2730882;R-HSA-2730871"
R-HSA-5689603,"UCH proteinases",1,98,0.0066789340966400875,0.9923409913130337,0.9923409913130337,2,11,8.486344699891992E-4,9606,Homo sapiens,"3426","","R-HSA-5665854;R-HSA-5665871"
R-HSA-5620912,"Anchoring of the basal body to the plasma membrane",1,99,0.006747086485381313,0.9927136632337149,0.9927136632337149,8,9,6.943372936275266E-4,9606,Homo sapiens,"51704","","R-HSA-5626228;R-HSA-5626227;R-HSA-5626220;R-HSA-5626223;R-HSA-5626681;R-HSA-5617816;R-HSA-5626699;R-HSA-5638009"
R-HSA-73884,"Base Excision Repair",1,99,0.006747086485381313,0.9927136632337149,0.9927136632337149,24,105,0.00810060175898781,9606,Homo sapiens,"3363","","R-HSA-5651792;R-HSA-110375;R-HSA-5649873;R-HSA-5649726;R-HSA-5649854;R-HSA-110376;R-HSA-5649724;R-HSA-73931;R-HSA-5649725;R-HSA-5651773;R-HSA-5649723;R-HSA-5651739;R-HSA-5649883;R-HSA-110380;R-HSA-73932;R-HSA-5649734;R-HSA-5651782;R-HSA-111253;R-HSA-110360;R-HSA-5649708;R-HSA-5651789;R-HSA-5651723;R-HSA-110364;R-HSA-5649705"
R-HSA-9664323,"FCGR3A-mediated IL10 synthesis",2,141,0.009609486812512778,0.9928003712488149,0.9928003712488149,2,20,0.0015429717636167258,9606,Homo sapiens,"2259;114","","R-HSA-74448;R-HSA-111930"
R-HSA-5633007,"Regulation of TP53 Activity",3,178,0.012131125195938118,0.993034382282833,0.993034382282833,5,98,0.007560561641721956,9606,Homo sapiens,"8900;94241;53836","","R-HSA-3215251;R-HSA-6805109;R-HSA-6799409;R-HSA-6793661;R-HSA-3222237"
R-HSA-390466,"Chaperonin-mediated protein folding",1,100,0.006815238874122538,0.9930682254159782,0.9930682254159782,1,19,0.0014658231754358896,9606,Homo sapiens,"2775","","R-HSA-8850560"
R-HSA-8986944,"Transcriptional Regulation by MECP2",1,100,0.006815238874122538,0.9930682254159782,0.9930682254159782,3,77,0.005940441289924395,9606,Homo sapiens,"2259","","R-HSA-8986937;R-HSA-8986939;R-HSA-9006992"
R-HSA-69306,"DNA Replication",2,142,0.009677639201254005,0.9931087469584913,0.9931087469584913,5,47,0.0036259836444993056,9606,Homo sapiens,"3426;8900","","R-HSA-68944;R-HSA-68948;R-HSA-68825;R-HSA-69016;R-HSA-69005"
R-HSA-69242,"S Phase",3,180,0.012267429973420568,0.9935709989719166,0.9935709989719166,17,54,0.00416602376176516,9606,Homo sapiens,"3426;27134;8900","","R-HSA-187552;R-HSA-187520;R-HSA-174273;R-HSA-174054;R-HSA-69005;R-HSA-187948;R-HSA-187916;R-HSA-187949;R-HSA-75825;R-HSA-68944;R-HSA-187574;R-HSA-68948;R-HSA-187575;R-HSA-174164;R-HSA-69016;R-HSA-187934;R-HSA-174110"
